"wait","block","temp_daily","rain_interval","rain_heavy_interval","snow_interval","rain_bool","rain_heavy_bool","Prop.commuters","Prop.drivers","Pdrive","Income","Rent","Gini","Prop.vacant","commute.time","hours.worked","Pmoved","pWhite","pHispanic","pPoverty","pRetIncome","pOwned","ADDDATE_morning","ADDDATE_wday","ADDDATE_summer"
2.278263889,"110010099061",61.872,0.333333333,0,0,TRUE,FALSE,0.416173570019724,0.169625246548323,0.407582938,46979,957,0.3689,0.141570141570142,37,37.1,0.129139073,0.0243,0.0256410256410256,0.217391304347826,0.128935532233883,0.356821589205397,"1","Sun","0"
2.862650463,"110010013012",55.07916667,0.25,0,0,TRUE,FALSE,0.654357459379616,0.487444608567208,0.744920993,236705,0,0.5169,0.171348314606742,31.1,42.2,0.247002997,0.6514,0,0,0.267796610169492,0.894915254237288,"0","Sun","0"
2.862291667,"110010013012",55.07916667,0.25,0,0,TRUE,FALSE,0.654357459379616,0.487444608567208,0.744920993,236705,0,0.5169,0.171348314606742,31.1,42.2,0.247002997,0.6514,0,0,0.267796610169492,0.894915254237288,"0","Sun","0"
3.928657407,"110010104002",63.392,0.4,0.2,0,TRUE,TRUE,0.344275107463853,0.182883939038687,0.531214529,33699,888,0.4794,0.140161725067385,37.3,36.2,0.163697858,0.0649,0.00937866354044549,0.22884012539185,0.134796238244514,0.240334378265413,"0","Fri","0"
13.24804398,"110010073011",63.392,0.428571429,0.142857143,0.071428571,TRUE,TRUE,0.52623688155922,0.328585707146427,0.624406458,75625,2408,0.3911,0.185388845247447,15,42.9,0.338393091,0.6682,0.0932033983008496,0.0289296046287367,0.0636451301832208,0,"0","Fri","0"
2.585405093,"110010020022",58.09259259,0.5,0.25,0,TRUE,TRUE,0.554319371727749,0.278795811518325,0.502951594,45139,1091,0.4817,0.0689655172413793,31.9,39.6,0.108818979,0.2932,0.227094240837696,0.194847020933977,0.154589371980676,0.394524959742351,"0","Mon","0"
4.384965278,"110010012001",39.092,0.2,0,0,TRUE,FALSE,0.617534246575343,0.222465753424658,0.360248447,82685,1696,0.4469,0,29.2,41.9,0.139672802,0.6948,0.0761643835616438,0.04296875,0.1396484375,0.4365234375,"1","Fri","0"
4.283310185,"110010089031",47.16153846,0.6,0,0,TRUE,FALSE,0.447938801529962,0.220994475138122,0.493358634,46250,1146,0.4582,0.0898100172711572,31.6,38.6,0.126843658,0.1186,0.0883977900552486,0.259962049335863,0.225806451612903,0.296015180265655,"1","Fri","0"
3.780717593,"110010098033",63.392,0.4,0.2,0,TRUE,TRUE,0.291925465838509,0.251552795031056,0.861702128,16304,789,0.5025,0.0743801652892562,36.2,38.2,0.241418333,0,0,0.494642857142857,0.164285714285714,0.0696428571428571,"0","Fri","0"
8.051215278,"110010076031",64.553125,0.444444444,0.111111111,0.111111111,TRUE,TRUE,0.48728813559322,0.277239709443099,0.568944099,35479,1269,0.4604,0.0498046875,36,39.6,0.083269082,0.0333,0.0702179176755448,0.168550873586845,0.211716341212744,0.406988694758479,"1","Wed","0"
6.860173611,"110010111003",48.75769231,0.375,0,0.125,TRUE,FALSE,0.327055869428751,0.218455743879473,0.667946257,38750,1188,0.4567,0.18848167539267,29,36.2,0.109034268,0.0747,0.0156936597614564,0.208602150537634,0.227956989247312,0.382795698924731,"0","Thu","0"
3.21693287,"110010103002",68.053125,0.5,0.25,0,TRUE,TRUE,0.390243902439024,0.223323170731707,0.572265625,70574,1158,0.4376,0.0953307392996109,35.4,39.6,0.185776488,0.1059,0.209603658536585,0.0709677419354839,0.275268817204301,0.619354838709677,"1","Tue","0"
8.083240741,"110010102001",68.053125,0.333333333,0.111111111,0,TRUE,TRUE,0.593869731800766,0.157088122605364,0.264516129,112563,1786,0.3825,0.055452865064695,25.3,44.8,0.235580829,0.4875,0.0306513409961686,0.0332681017612524,0.244618395303327,0.643835616438356,"1","Tue","0"
2.198101852,"110010012001",64.553125,0.666666667,0.333333333,0.333333333,TRUE,TRUE,0.617534246575343,0.222465753424658,0.360248447,82685,1696,0.4469,0,29.2,41.9,0.139672802,0.6948,0.0761643835616438,0.04296875,0.1396484375,0.4365234375,"1","Wed","0"
7.849780093,"110010075022",64.553125,0.444444444,0.111111111,0.111111111,TRUE,TRUE,0.269432773109244,0.185399159663866,0.688109162,16789,1004,0.602,0.128635346756152,35,35.6,0.146259141,0.0205,0.00630252100840336,0.465982028241335,0.124518613607189,0.324775353016688,"0","Wed","0"
1.993958333,"110010020023",34.07916667,0.666666667,0,0,TRUE,FALSE,0.524828113063407,0.405653170359053,0.772925764,100682,1768,0.4817,0.0616740088105727,31.9,39.6,0.108818979,0.1917,0.157372039724981,0.0305164319248826,0.187793427230047,0.838028169014085,"0","Thu","0"
1.275601852,"110010017021",47.05833333,0.5,0,0,TRUE,FALSE,0.67037037037037,0.25679012345679,0.38305709,102305,2124,0.4017,0,31.9,40,0.155396619,0.4877,0.151234567901235,0.0557823129251701,0.112925170068027,0.47891156462585,"1","Mon","0"
6.958356481,"110010046002",50.62083333,0.5,0.25,0,TRUE,TRUE,0.574568288854003,0.234955520669806,0.408925319,70000,1214,0.5082,0.118534482758621,28.2,42.3,0.164619165,0.3794,0.120355834641549,0.0525672371638142,0.114914425427873,0.378973105134474,"1","Thu","0"
3.920474537,"110010102002",50.62083333,0.6,0.2,0,TRUE,TRUE,0.726724715338245,0.210314802411252,0.289400922,91667,1750,0.3825,0.172346640701071,25.3,44.8,0.235580829,0.4447,0.0997990622906899,0.0694117647058824,0.124705882352941,0.169411764705882,"1","Thu","0"
3.125706019,"110010108002",47.05833333,0.25,0,0,TRUE,FALSE,0.351303579319487,0.0243040212107821,0.06918239,18375,1570,0.5262,0.0686106346483705,19.2,24.3,0.541262522,0.6699,0.06805125939019,0.38121546961326,0.0976058931860037,0.0662983425414365,"1","Mon","0"
